,Exp,ID,anomalyName,anomalyType,TN,FN,FP,TP,ACC,FPR,TPR,P,F1,Update_times,runtime
541,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7397849559783936
542,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.744753122329712
543,E1,0,outlier,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.7437770366668701
544,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.749541997909546
545,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7544810771942139
546,E1,0,outlier,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7704479694366455
547,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7758071422576904
548,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.780886173248291
549,E1,0,outlier,"[0, 1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.7462191581726074
550,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.751357078552246
551,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7562551498413086
552,E1,0,constant,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.805203914642334
553,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.811100959777832
554,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.816091775894165
555,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7628538608551025
556,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.76804780960083
557,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7730259895324707
558,E1,0,constant,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7382469177246094
559,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7435429096221924
560,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7484421730041504
561,E1,0,constant,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.778090000152588
562,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7835168838500977
563,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7885451316833496
564,E1,0,constant,"[0, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.7254209518432617
565,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.730591058731079
566,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7355859279632568
567,E1,0,constant,"[1, 2]",95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.788619041442871
568,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7941181659698486
569,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7991011142730713
570,E1,0,constant,"[0, 1, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.7868690490722656
571,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7922899723052979
572,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7972280979156494
573,E1,0,noise,[0],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7837188243865967
574,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7891807556152344
575,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7943270206451416
576,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.766550064086914
577,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7721879482269287
578,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7772390842437744
579,E1,0,noise,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,2.1035468578338623
580,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.1088850498199463
581,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,2.1139070987701416
582,E1,0,noise,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.904829978942871
583,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.9106628894805908
584,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.9159538745880127
585,E1,0,noise,"[0, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.9052400588989258
586,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9111511707305908
587,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9169750213623047
588,E1,0,noise,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.944288969039917
589,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9501218795776367
590,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9554917812347412
591,E1,0,noise,"[0, 1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.9382448196411133
592,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9440739154815674
593,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.9496440887451172
594,E1,0,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.9359800815582275
595,E1,1,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.9411194324493408
596,E1,2,normal,[],100,0,0,0,1.0,0.0,0,0,0,2,1.9460721015930176
597,E1,0,outlier,[0],95,5,0,0,0.95,0.0,0.0,0,0,2,1.8549211025238037
598,E1,1,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.860435962677002
599,E1,2,outlier,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.8654510974884033
600,E1,0,outlier,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7682702541351318
601,E1,1,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7748541831970215
602,E1,2,outlier,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7810981273651123
603,E1,0,outlier,[2],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.8022398948669434
604,E1,1,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.807616949081421
605,E1,2,outlier,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.8129148483276367
606,E1,0,outlier,"[0, 1]",95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,2.079651117324829
607,E1,1,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.085205078125
608,E1,2,outlier,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,2.0905091762542725
609,E1,0,outlier,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,2.0012929439544678
610,E1,1,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.007237195968628
611,E1,2,outlier,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,2.012446880340576
612,E1,0,outlier,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7441060543060303
613,E1,1,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7497072219848633
614,E1,2,outlier,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7547171115875244
615,E1,0,outlier,"[0, 1, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.7650868892669678
616,E1,1,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7705628871917725
617,E1,2,outlier,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7755417823791504
618,E1,0,constant,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.8242199420928955
619,E1,1,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.8294641971588135
620,E1,2,constant,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.8344550132751465
621,E1,0,constant,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7658720016479492
622,E1,1,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7712628841400146
623,E1,2,constant,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.7762198448181152
624,E1,0,constant,[2],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7835068702697754
625,E1,1,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7892329692840576
626,E1,2,constant,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7942709922790527
627,E1,0,constant,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.777674913406372
628,E1,1,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7833168506622314
629,E1,2,constant,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.788383960723877
630,E1,0,constant,"[0, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.7346768379211426
631,E1,1,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7400617599487305
632,E1,2,constant,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7450816631317139
633,E1,0,constant,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7603437900543213
634,E1,1,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7659358978271484
635,E1,2,constant,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7709660530090332
636,E1,0,constant,"[0, 1, 2]",95,2,0,3,0.98,0.0,0.6,1.0,0.7499999999999999,2,1.761469841003418
637,E1,1,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7672719955444336
638,E1,2,constant,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.772352933883667
639,E1,0,noise,[0],95,4,0,1,0.96,0.0,0.2,1.0,0.33333333333333337,2,1.7876172065734863
640,E1,1,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7934131622314453
641,E1,2,noise,[0],100,0,0,0,1.0,0.0,0,0,0,2,1.7989919185638428
642,E1,0,noise,[1],95,5,0,0,0.95,0.0,0.0,0,0,2,1.7894740104675293
643,E1,1,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.795050859451294
644,E1,2,noise,[1],100,0,0,0,1.0,0.0,0,0,0,2,1.800117015838623
645,E1,0,noise,[2],95,3,0,2,0.97,0.0,0.4,1.0,0.5714285714285715,2,1.722944974899292
646,E1,1,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7282030582427979
647,E1,2,noise,[2],100,0,0,0,1.0,0.0,0,0,0,2,1.7332110404968262
648,E1,0,noise,"[0, 1]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7476511001586914
649,E1,1,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7528700828552246
650,E1,2,noise,"[0, 1]",100,0,0,0,1.0,0.0,0,0,0,2,1.7588820457458496
651,E1,0,noise,"[0, 2]",95,1,0,4,0.99,0.0,0.8,1.0,0.888888888888889,2,1.7683022022247314
652,E1,1,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7740049362182617
653,E1,2,noise,"[0, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7790710926055908
654,E1,0,noise,"[1, 2]",95,5,0,0,0.95,0.0,0.0,0,0,2,1.7539329528808594
655,E1,1,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7597811222076416
656,E1,2,noise,"[1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7649450302124023
657,E1,0,noise,"[0, 1, 2]",95,0,0,5,1.0,0.0,1.0,1.0,1.0,2,1.732262134552002
658,E1,1,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.737426996231079
659,E1,2,noise,"[0, 1, 2]",100,0,0,0,1.0,0.0,0,0,0,2,1.7423601150512695
